Material ID,Composition,Band Gap,Calc Types
mp-2714595,Na6 Sc6 Al6 P6 S12 O72,4.2359,{'mp-2714595': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714574,Na6 Y6 Sc6 P6 S12 O72,4.1718,{'mp-2714574': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714619,Na24 Sc6 Al6 Si6 P12 O72,4.3398,{'mp-2714619': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715231,Na12 Hf4 Si8 Sn4 P4 O48,3.3857,{'mp-2715231': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715300,Na18 Hf6 Zr6 Si12 P6 O72,4.4678,{'mp-2715300': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715350,Na12 Si8 Sn4 Ge4 P4 O48,2.9657,{'mp-2715350': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715319,Na18 Hf6 Ti6 Si12 P6 O72,2.7965,{'mp-2715319': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715385,Na18 Si12 Sn6 Ge6 P6 O72,2.9739,{'mp-2715385': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715375,Na12 Ti4 Si8 Ge4 P4 O48,2.8689,{'mp-2715375': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715497,Na12 Hf4 Si8 Ge4 P4 O48,3.3438,{'mp-2715497': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715468,Na12 Hf4 Zr4 Si8 P4 O48,4.5138,{'mp-2715468': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715519,Na18 Ti6 Si12 Ge6 P6 O72,2.7720000000000002,{'mp-2715519': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715467,Na18 Hf6 Si12 Ge6 P6 O72,2.9515000000000002,{'mp-2715467': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715502,Na12 Hf4 Ti4 Si8 P4 O48,2.8265000000000002,{'mp-2715502': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715485,Na18 Hf6 Si12 Sn6 P6 O72,3.3055,{'mp-2715485': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715616,Na6 Sc6 Ga6 P6 S12 O72,3.6136,{'mp-2715616': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715765,Na6 Al6 Ga6 P6 S12 O72,4.1605,{'mp-2715765': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-693503,Zn8 Ga4 P12 H32 N8 O48,2.3643,"{'mp-742653': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-693503': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-731501': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1100848': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1335535': <CalcType.GGA_Static: 'GGA Static'>, 'mp-749628': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-693612,Na4 Ca12 Sm4 P12 O48 F4,5.2867,"{'mp-731470': <CalcType.GGA_Static: 'GGA Static'>, 'mp-693612': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1173729': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1366295': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1848960': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1217801,Sr1 Ti1 Nb2 Bi2 Pb1 O12,0.9508000000000001,"{'mp-1217801': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1933792': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1200671,V2 H20 C4 S4 O24 F12,3.2553,"{'mp-1200671': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1870214': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1987867': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1173223,Sr6 Y4 Fe2 Cu6 Bi2 O24,0.0,"{'mp-1173223': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1351936': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1894094': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-556333,K4 Zn2 Cu6 P6 O24 F2,0.0,"{'mp-916835': <CalcType.GGA_Static: 'GGA Static'>, 'mp-939935': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-937413': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-556333': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1345090': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1881760': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2902888': <CalcType.r2SCAN_Structure_Optimization: 'r2SCAN Structure Optimization'>, 'mp-2902966': <CalcType.r2SCAN_Structure_Optimization: 'r2SCAN Structure Optimization'>}"
mp-1202779,Rb2 H24 Au2 C8 S8 O24,2.101,"{'mp-1202779': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1332726': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1895640': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1233101,Ba6 Ca1 Nb2 Ir1 Cl2 O12,0.078699999999999,"{'mp-1233101': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1233980': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1197384,Co1 H12 Pd1 C4 N4 O12,0.0,"{'mp-1197384': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1412518': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1753350': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1839499': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1619875': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2110832': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-1235210,Ba6 Li1 Nb2 Ir1 Cl2 O12,1.688199999999999,"{'mp-1235210': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1235500': <CalcType.GGA_Static: 'GGA Static'>}"
mp-2230028,Ba2 La2 Mg1 Mn1 W2 O12,2.264599999999999,"{'mp-2230182': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-2230028': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-2216432,Ba6 Mg1 Nb2 Ir1 Cl2 O12,0.062599999999999,"{'mp-2216432': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2216857': <CalcType.GGA_Static: 'GGA Static'>}"
mp-699429,V1 H12 C2 S2 O12 F6,2.422599999999999,"{'mp-744032': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-818361': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-824140': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-726686': <CalcType.GGA_Static: 'GGA Static'>, 'mp-699429': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-840004': <CalcType.GGA_Static: 'GGA Static'>, 'mp-841161': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1411012': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1735005': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1815273': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1622477': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-841704': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-824942': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2115021': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2307403': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-743577,Fe1 H12 C2 S2 O12 F6,4.3131,"{'mp-743577': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-824116': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-818301': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1396591': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1752756': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1817287': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-824872': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1619003': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2111258': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-2305668': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-753955,K3 H8 Rh1 C4 Cl2 O12,2.1501,"{'mp-753955': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-854320': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-852096': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1402228': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1713396': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1837197': <CalcType.GGA_Static: 'GGA Static'>, 'mp-995845': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1625576': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2117744': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2312138': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1227925,Ca12 Zr8 Al4 Fe4 Si4 O48,3.0066,"{'mp-1227925': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1333546': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1849971': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-849798,Ag2 H72 S16 Br4 N18 O24,3.1878,"{'mp-857903': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-849798': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-856960': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1334856': <CalcType.GGA_Static: 'GGA Static'>, 'mp-858404': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1196199,Ag2 H72 S16 I4 N18 O24,3.157599999999999,"{'mp-1196199': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238539': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1335499': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1197502,Cu2 H72 S16 I4 N18 O24,2.6872,"{'mp-1197502': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238637': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1336051': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1227961,Ca12 Hf8 Al4 Fe4 Si4 O48,3.0174,"{'mp-1227961': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1331020': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1845087': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1205035,Ag2 H56 S16 Br4 N18 O24,0.029199999999999,"{'mp-1205035': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1238664': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1334822': <CalcType.GGA_Static: 'GGA Static'>}"
mp-684991,Na2 Ca2 Sc2 Zn2 Si8 O24,4.729,"{'mp-848533': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-724578': <CalcType.GGA_Static: 'GGA Static'>, 'mp-684991': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1133972': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1255758': <CalcType.GGA_NMR_Electric_Field_Gradient: 'GGA NMR Electric Field Gradient'>, 'mp-1257283': <CalcType.GGA_NMR_Nuclear_Shielding: 'GGA NMR Nuclear Shielding'>, 'mp-1262978': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1379043': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1821261': <CalcType.GGA_Static: 'GGA Static'>, 'mp-859349': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-746501': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1214747,Ba2 Ca2 Nd1 Ti2 Cu2 O12,0.0,"{'mp-1214747': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1344058': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1680540': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1932935': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1196080,Co4 P12 H60 C12 N4 O48,0.8513000000000001,"{'mp-1196080': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1365965': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1658471': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1196158,Cu4 P12 H64 C12 N4 O48,0.7605000000000001,"{'mp-1196158': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1987325': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1196509,Cr4 P12 H64 C12 N4 O48,2.7993,"{'mp-1196509': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1981842': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1197429,K8 U4 H16 C20 N8 O48,0.46840000000000004,"{'mp-1197429': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1365593': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1198285,Cu6 P8 H16 N4 O24 F8,0.6221000000000001,"{'mp-1198285': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1893038': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987343': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1200021,Co6 P8 H16 N4 O24 F8,2.4025,"{'mp-1200021': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1237640': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1363670': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1870325': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1200298,Rb4 Au4 C16 S16 O48 F48,1.8291,"{'mp-1200298': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1337622': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1202408,Mg4 P12 H64 C12 N4 O48,5.5440000000000005,"{'mp-1202408': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1982883': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1203969,Zn4 P12 H64 C12 N4 O48,5.0917,"{'mp-1203969': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1334851': <CalcType.GGA_Static: 'GGA Static'>}"
mp-540920,Ca2 P4 H40 C8 N16 O24,5.2174,"{'mp-540920': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-727809': <CalcType.GGA_Static: 'GGA Static'>, 'mp-860153': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1363658': <CalcType.GGA_Static: 'GGA Static'>, 'mp-860729': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-748483': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1879039': <CalcType.GGA_Static: 'GGA Static'>}"
mp-504807,Mg2 P4 H40 C8 N16 O24,5.185099999999999,"{'mp-726613': <CalcType.GGA_Static: 'GGA Static'>, 'mp-860150': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-504807': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1363178': <CalcType.GGA_Static: 'GGA Static'>, 'mp-747716': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-860727': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1896924': <CalcType.GGA_Static: 'GGA Static'>}"
mp-557538,Na4 Gd4 Mg2 Si8 O24 F4,3.4316,"{'mp-846723': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-709620': <CalcType.GGA_Static: 'GGA Static'>, 'mp-719353': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-557538': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1134241': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1249295': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1257346': <CalcType.GGA_NMR_Electric_Field_Gradient: 'GGA NMR Electric Field Gradient'>, 'mp-1266599': <CalcType.GGA_NMR_Nuclear_Shielding: 'GGA NMR Nuclear Shielding'>, 'mp-1339837': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1869337': <CalcType.GGA_Static: 'GGA Static'>}"
mp-707907,Mg2 H48 C12 N24 Cl4 O24,5.4796,"{'mp-707907': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-864171': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-729021': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1334162': <CalcType.GGA_Static: 'GGA Static'>, 'mp-737919': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1846338': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1628550': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-729102,Mo8 As4 H72 C24 N4 O48,2.7203,"{'mp-840889': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-833822': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1366189': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-744843': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-824398': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-818482': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-729102': <CalcType.GGA_Static: 'GGA Static'>, 'mp-841857': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-825108': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-746580,Y8 Cu4 H20 S8 O48 F4,0.2696,"{'mp-746580': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1336459': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1849721': <CalcType.GGA_Static: 'GGA Static'>}"
mp-720670,Na10 Zn7 Sn7 H24 S26 O12,1.9460000000000002,"{'mp-737537': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-734229': <CalcType.GGA_Static: 'GGA Static'>, 'mp-720670': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1336449': <CalcType.GGA_Static: 'GGA Static'>, 'mp-745451': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2901608': <CalcType.r2SCAN_Structure_Optimization: 'r2SCAN Structure Optimization'>}"
mp-1196633,Hg1 H36 C14 S8 O12 F6,2.7103,"{'mp-1196633': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1894739': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987092': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1204493,Na2 Sr6 Gd2 P6 O24 F2,3.3081,"{'mp-1204493': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1372627': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1678786': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1887736': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1178630,Zr6 B1 H42 C12 I13 O12,1.1426,"{'mp-1178630': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1366032': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1198359,Sn4 H72 W12 C16 N24 O48,0.174099999999999,{'mp-1198359': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}
mp-1198235,Tl4 H24 C12 S12 O48 F36,2.7202,"{'mp-1198235': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1334486': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1200588,Zn6 P8 H48 C12 N4 O24,4.9593,"{'mp-1200588': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1847333': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1987879': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1204868,Na2 Ca2 Mn4 P6 H4 O24,3.505899999999999,"{'mp-1204868': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1388867': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1729720': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1773899': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1823328': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1201966,Zn6 P8 H40 C8 N4 O24,4.9205000000000005,"{'mp-1201966': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1851609': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1983886': <CalcType.GGA_Static: 'GGA Static'>}"
mp-709723,Al8 P12 H68 C16 N8 O48,5.2254,"{'mp-730285': <CalcType.GGA_Static: 'GGA Static'>, 'mp-709723': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-999651': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1254865': <CalcType.GGA_NMR_Electric_Field_Gradient: 'GGA NMR Electric Field Gradient'>, 'mp-1255859': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1258749': <CalcType.GGA_NMR_Nuclear_Shielding: 'GGA NMR Nuclear Shielding'>, 'mp-1337496': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1006846': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1235230,Ba6 Li1 Nb2 Ir1 Cl2 O12,1.5715,"{'mp-1235230': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1235773': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1233279,Ba6 Mg1 Nb2 Ir1 Cl2 O12,0.0,"{'mp-1233279': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2216886': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2220930': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2220563': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2221077': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2221087': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1235867,Ba6 Li1 Nb2 Ir1 Cl2 O12,1.542199999999999,"{'mp-1235867': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1236218': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1234047,Ba6 Mg1 Nb2 Ir1 Cl2 O12,0.0,"{'mp-1234047': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2216812': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2221031': <CalcType.GGA_Static: 'GGA Static'>, 'mp-2220665': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}"
mp-684996,Ba3 La1 Zn1 Re1 W1 O12,2.043799999999999,"{'mp-705508': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-817824': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-823557': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-724565': <CalcType.GGA_Static: 'GGA Static'>, 'mp-839485': <CalcType.GGA_Static: 'GGA Static'>, 'mp-840452': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-684996': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1324039': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1681763': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>, 'mp-1935417': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-841572': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-824291': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>}"
mp-2230108,Ba3 La1 Mg1 In1 W2 O12,1.843,"{'mp-2230108': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-2230149': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1234510,Ba6 Mg1 Nb2 Ir1 Cl2 O12,0.0,"{'mp-1234510': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1234696': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2221015': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-2220575': <CalcType.GGA_Static: 'GGA Static'>}"
mp-534904,Ba6 La6 Mg6 Ti3 W3 O36,0.0,"{'mp-534904': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-725716': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1889256': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-562139,Li1 Co1 H24 C8 N8 O12,2.7276,"{'mp-656028': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-669016': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-659216': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-600348': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-562824': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-562139': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-834508': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-825286': <CalcType.GGA_Static: 'GGA Static'>, 'mp-654889': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1346460': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1933852': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-835285': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1234370,Ba6 Ca1 Nb2 Ir1 Cl2 O12,0.0,{'mp-1234370': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
